"","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum"
"45","21 Jump Street","tt1232829",7.2,514991,"movie","21 Jump Street",0,"2012","\N","109","Action,Comedy,Crime","R",0,"By A.&#160;O. SCOTT","Going Back to High School, Undercover With Badges and Baggage","The movie “21 Jump Street” is full of the usual boy-comedy stuff, and though no conceptual ground is broken, the whole mess is silly, spirited and, yes, smart enough to work.","2012-03-15","2012-03-16","2017-11-02 04:18:15","article","https://www.nytimes.com/2012/03/16/movies/21-jump-street-with-jonah-hill-and-channing-tatum.html","Read the New York Times Review of 21 Jump Street","","",NA,NA,0.0375,0.304800304800457,1.2
"46","22 July","tt7280898",6.8,29393,"movie","22 July",0,"2018","\N","143","Crime,Drama,History","R",0,"MANOHLA DARGIS","Review: Looking Anew at a Norwegian Massacre in ‘22 July’","The director Paul Greengrass tries to make sense of a 2011 mass murder by a right-wing extremist who railed against women, Islam and Marxism.","2018-10-09","2018-10-10","2018-10-26 02:44:01","article","https://www.nytimes.com/2018/10/09/movies/22-july-review.html","Read the New York Times Review of 22 July","mediumThreeByTwo210","https://static01.nyt.com/images/2018/10/10/arts/10twentytwojuly-printjp/10twentytwojuly-printjp-mediumThreeByTwo210.jpg",140,210,-0.028,0.271216395767906,-0.7
"47","22 Jump Street","tt2294449",7,349025,"movie","22 Jump Street",0,"2014","\N","112","Action,Comedy,Crime","R",0,"MANOHLA DARGIS","Just Like the Last One, Only Different","In “22 Jump Street,” Jonah Hill and Channing Tatum reprise their role as police partners, this time going undercover on a college campus.","2014-06-12","2014-06-13","2017-11-02 04:18:19","article","https://www.nytimes.com/2014/06/13/movies/22-jump-street-puts-cops-on-campus.html","Read the New York Times Review of 22 Jump Street","mediumThreeByTwo210","https://static01.nyt.com/images/2014/06/13/arts/13TWENTYTWO/13TWENTYTWO-mediumThreeByTwo210-v2.jpg",140,210,0,0.0753778361444409,0
"48","23 Blast","tt2304459",6.5,1785,"movie","23 Blast",0,"2014","\N","98","Drama,Family,Sport","PG-13",0,"NEIL GENZLINGER","Touchdowns in the Face of Adversity","Dylan Baker directs &#8220;23 Blast,&#8221; based on the true story of a high school football player who lost his sight.","2014-10-23","2014-10-24","2017-11-02 04:18:20","article","https://www.nytimes.com/2014/10/24/movies/23-blast-about-football-and-christianity.html","Read the New York Times Review of 23 Blast","","",NA,NA,-0.0340909090909091,0.213467050895874,-0.75
"49","24 Exposures","tt2082156",4.2,585,"movie","24 Exposures",0,"2013","\N","77","Crime,Drama,Thriller","Unrated",0,"ANDY WEBSTER","It’s a Guy Thing","A photographer who takes what he calls “fetish photos” is the subject of “24 Exposures.”","2014-01-23","2014-01-24","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/01/24/movies/in-24-exposures-tastes-run-to-the-grisly.html","Read the New York Times Review of 24 Exposures","mediumThreeByTwo210","https://static01.nyt.com/images/2014/01/24/arts/24RDP_TWENTYFOUR_SPAN/TWENTYFOUR-mediumThreeByTwo210.jpg",140,210,0,0,0
"50","28 Hotel Rooms","tt2124074",5.8,3104,"movie","28 Hotel Rooms",0,"2012","\N","82","Drama,Romance","Not Rated",0,"STEPHEN HOLDEN","Check-In, Check-Out Affair","In “28 Hotel Rooms” an unnamed couple meet in a hotel bar, have a one-night stand and begin a long-running, clandestine affair.","2012-11-15","2012-11-09","2017-11-02 04:18:16","article","https://www.nytimes.com/2012/11/16/movies/28-hotel-rooms-by-matt-ross-with-marin-ireland.html","Read the New York Times Review of 28 Hotel Rooms","","",NA,NA,0,0,0
"51","3 Days to Kill","tt2172934",6.2,88629,"movie","3 Days to Kill",0,"2014","\N","117","Action,Drama,Thriller","PG-13",0,"A. O. SCOTT","Down and Armed in Paris, Teenager in Tow","In “3 Days to Kill,” Kevin Costner plays a much-put-upon C.I.A. assassin in Paris with bad guys to dispatch and child-care issues.","2014-02-20","2014-02-21","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/02/21/movies/3-days-to-kill-stars-kevin-costner.html","Read the New York Times Review of 3 Days to Kill","mediumThreeByTwo210","https://static01.nyt.com/images/2014/02/21/arts/3DAYS_SPAN/3DAYS_SPAN-mediumThreeByTwo210-v2.jpg",140,210,-0.0148148148148148,0.323982078924726,-0.4
"52","3 Faces","tt8269552",7.1,3345,"movie","Se rokh",0,"2018","\N","100","Drama","",1,"MANOHLA DARGIS","‘3 Faces’ Review: On the Road in Iran (and Off It, Too)","In this pleasurably intelligent movie, Jafar Panahi explores the divide between fiction and documentary, past and present.","2019-03-07","2019-03-08","2019-04-07 16:44:02","article","https://www.nytimes.com/2019/03/07/movies/3-faces-review.html","Read the New York Times Review of 3 Faces","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/08/arts/08threefaces-1/00threefaces-1-mediumThreeByTwo210.jpg",140,210,0.117647058823529,0.3436664336927,2
"53","3 Geezers!","tt1825784",3.3,686,"movie","3 Geezers!",0,"2013","\N","81","Comedy","",0,"NEIL GENZLINGER","Nursing Home or Frat House?","In Michelle Schumacher’s “3 Geezers!” old people are living it up in their golden years.","2013-05-21","2013-05-22","2017-11-02 04:18:16","article","https://www.nytimes.com/2013/05/22/movies/3-geezers-directed-by-michelle-schumacher.html","Read the New York Times Review of 3 Geezers!","mediumThreeByTwo210","https://static01.nyt.com/images/2013/05/21/movies/geezers/geezers-mediumThreeByTwo210.jpg",140,210,0.0375,0.15,0.6
"54","30 Minutes or Less","tt1622547",6.1,95215,"movie","30 Minutes or Less",0,"2011","\N","83","Action,Comedy,Crime","R",0,"MANOHLA DARGIS","Menu for Trouble: Pizza, a Stripper and Slackers With Weapons","In “3o Minutes or Less” Jesse Eisenberg plays a pizza delivery man forced into a bank heist by a couple of slackers. It’s supposed to be a comedy.","2011-08-11","2011-08-12","2017-11-02 04:18:13","article","https://www.nytimes.com/2011/08/12/movies/30-minutes-or-less-with-jesse-eisenberg-review.html","Read the New York Times Review of 30 Minutes or Less","","",NA,NA,0.0206896551724138,0.173985447554073,0.6
"55","306 Hollywood","tt6296764",6.5,194,"movie","306 Hollywood",0,"2018","\N","94","Documentary","",0,"BEN KENIGSBERG","Review: In ‘306 Hollywood,’ an Excavation — at Grandma’s House","This documentary argues that everyone’s life is worth archiving.","2018-09-27","2018-09-28","2018-10-12 16:44:01","article","https://www.nytimes.com/2018/09/27/movies/306-hollywood-review.html","Read the New York Times Review of 306 Hollywood","mediumThreeByTwo210","https://static01.nyt.com/images/2018/09/26/arts/hollywood1/hollywood1-mediumThreeByTwo210.jpg",140,210,0.075,0.237170824512628,0.75
"56","32 Pills: My Sister's Suicide","tt6158494",6.5,297,"movie","32 Pills: My Sister's Suicide",0,"2017","\N","89","Biography,Documentary,Family","",0,"BEN KENIGSBERG","Review: In ‘32 Pills,’ a Filmmaker Investigates Her Sister’s Death","Hope Litoff’s documentary becomes more voyeuristically gripping as it progresses.","2017-11-30","2017-11-29","2017-12-08 17:44:01","article","https://www.nytimes.com/2017/11/30/movies/32-pills-review.html","Read the New York Times Review of 32 Pills: My Sister's Suicide","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/30/arts/thirtytwo1/thirtytwo1-mediumThreeByTwo210.jpg",140,210,0.0227272727272727,0.175162262436343,0.25
"57","36 Saints","tt2186663",2.7,275,"movie","36 Saints",0,"2013","\N","81","Thriller","R",0,"ANDY WEBSTER","Strangeness, Even for New York","Survivors of a plane crash are dying in “36 Saints,” and two detectives try to stop the apparently supernatural forces behind the killings.","2013-09-05","2013-09-06","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/09/06/movies/36-saints-pits-city-cops-against-biblical-forces.html","Read the New York Times Review of 36 Saints","","",NA,NA,-0.0891304347826087,0.207778576275066,-2.05
"58","37","tt3463230",6.3,12,"movie","37",0,"2018","\N","90","Drama","",0,"ANDY WEBSTER","Review: ‘37,’ a Fictional Retelling of the Kitty Genovese Story","This version of the story returns to the popular, but discredited belief that dozens of people deliberately ignored the cries of Ms. Genovese.","2016-10-06","2016-10-07","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/10/07/movies/37-review-kitty-genovese.html","Read the New York Times Review of 37","","",NA,NA,-0.0826086956521739,0.308445035494087,-1.9
"59","37","tt4882174",3.9,558,"movie","37",0,"2016","\N","85","Drama","",0,"ANDY WEBSTER","Review: ‘37,’ a Fictional Retelling of the Kitty Genovese Story","This version of the story returns to the popular, but discredited belief that dozens of people deliberately ignored the cries of Ms. Genovese.","2016-10-06","2016-10-07","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/10/07/movies/37-review-kitty-genovese.html","Read the New York Times Review of 37","","",NA,NA,-0.0826086956521739,0.308445035494087,-1.9
"60","37","tt2357144",6,147,"movie","37",0,"2014","\N","94","Mystery,Romance,Thriller","",0,"ANDY WEBSTER","Review: ‘37,’ a Fictional Retelling of the Kitty Genovese Story","This version of the story returns to the popular, but discredited belief that dozens of people deliberately ignored the cries of Ms. Genovese.","2016-10-06","2016-10-07","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/10/07/movies/37-review-kitty-genovese.html","Read the New York Times Review of 37","","",NA,NA,-0.0826086956521739,0.308445035494087,-1.9
"61","37","tt1634104",5.8,8,"movie","37",0,"2010","\N","100","Drama","",0,"ANDY WEBSTER","Review: ‘37,’ a Fictional Retelling of the Kitty Genovese Story","This version of the story returns to the popular, but discredited belief that dozens of people deliberately ignored the cries of Ms. Genovese.","2016-10-06","2016-10-07","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/10/07/movies/37-review-kitty-genovese.html","Read the New York Times Review of 37","","",NA,NA,-0.0826086956521739,0.308445035494087,-1.9
"62","4 Days in France","tt5048406",5.8,481,"movie","Jours de France",0,"2016","\N","137","Comedy,Drama,Romance","",0,"GLENN KENNY","Review: ‘4 Days in France,’ With a Little Help From Grindr","In a director’s feature debut, an impulsive wanderer flees Paris for adventures in rural France.","2017-08-03","2017-08-01","2017-11-02 04:18:28","article","https://www.nytimes.com/2017/08/03/movies/four-days-in-france-review.html","Read the New York Times Review of 4 Days in France","mediumThreeByTwo210","https://static01.nyt.com/images/2017/08/02/arts/04fourdays/04fourdays-mediumThreeByTwo210.jpg",140,210,-0.025,0.187082869338697,-0.4
"63","4 Moons","tt2260850",7.4,4015,"movie","Cuatro lunas",0,"2014","\N","110","Drama,Romance","Unrated",0,"ANITA GATES","An Orientation in Several Shades","&#8220;4 Moons&#8221; is Sergio Tovar Velarde&#8217;s look at gay boys and men in today&#8217;s Mexico.","2014-11-20","2014-11-21","2017-11-02 04:18:20","article","https://www.nytimes.com/2014/11/21/movies/4-moons-a-sexuality-drama-set-in-mexico.html","Read the New York Times Review of 4 Moons","mediumThreeByTwo210","https://static01.nyt.com/images/2014/11/21/arts/21FOURMOONS/FOURMOONS-mediumThreeByTwo210.jpg",140,210,0,0,0
"64","42","tt0453562",7.5,87731,"movie","42",0,"2013","\N","128","Biography,Drama,Sport","PG-13",0,"A. O. SCOTT","That Rookie at First Is in a New Position","“42,” Brian Helgeland’s new film about Jackie Robinson, is blunt, simple and sentimental, using time-tested methods to teach a clear and rousing lesson.","2013-04-11","2013-04-12","2017-11-02 04:18:16","article","https://www.nytimes.com/2013/04/12/movies/42-with-chadwick-boseman-as-jackie-robinson.html","Read the New York Times Review of 42","","",NA,NA,0.08,0.246644143115812,2
"65","45 Years","tt3544082",7.1,31340,"movie","45 Years",0,"2015","\N","91","Drama,Romance","R",1,"A. O. SCOTT","Review: In ‘45 Years,’ a Dead Flame Threatens a Marriage","Charlotte Rampling and Tom Courtenay play a couple whose union is unexpectedly complicated by the discovery of the husband’s long-dead former girlfriend in a glacier.","2015-12-22","2015-12-23","2017-11-02 04:18:23","article","https://www.nytimes.com/2015/12/23/movies/review-in-45-years-a-dead-flame-threatens-a-marriage.html","Read the New York Times Review of 45 Years","mediumThreeByTwo210","https://static01.nyt.com/images/2015/12/23/arts/23FORTYFIVEJP/23FORTYFIVEJP-mediumThreeByTwo210.jpg",140,210,-0.0425925925925926,0.249886013900378,-1.15
"66","45365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"JEANNETTE CATSOULIS","Tiny Moments That Tell One Small Town’s Story","The documentary “45365” looks at the residents of Sidney, Ohio.","2010-06-16","2010-06-18","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/06/17/movies/17four.html","Read the New York Times Review of 45365","","",NA,NA,0,0,0
"67","47 Meters Down","tt2932536",5.7,49735,"movie","47 Meters Down",0,"2017","\N","89","Adventure,Drama,Horror","PG-13",0,"JEANNETTE CATSOULIS","Review: ‘47 Meters Down,’ With Great Whites Circling Above","Mandy Moore and Claire Holt play sisters looking for adventures in Mexico, but being stuck in a cage on the ocean floor wasn’t what they had in mind.","2017-06-15","2017-06-16","2017-11-02 04:18:27","article","https://www.nytimes.com/2017/06/15/movies/47-meters-down-review.html","Read the New York Times Review of 47 Meters Down","mediumThreeByTwo210","https://static01.nyt.com/images/2017/06/16/arts/16FORTYSEVEN/16FORTYSEVEN-mediumThreeByTwo210.jpg",140,210,-0.0206896551724138,0.129915660402178,-0.6
"68","47 Meters Down: Uncaged","tt7329656",5,21696,"movie","47 Meters Down: Uncaged",0,"2019","\N","90","Adventure,Drama,Horror","PG-13",0,"BILGE EBIRI","‘47 Meters Down: Uncaged’ Review: A Sequel Unworthy of the Original","This silly film manages to make all the mistakes the first movie avoided.","2019-08-15","2019-08-16","2019-09-13 02:44:02","article","https://www.nytimes.com/2019/08/15/movies/47-meters-down-uncaged-review.html","Read the New York Times Review of 47 Meters Down: Uncaged","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/14/arts/fortyseven1/fortyseven1-mediumThreeByTwo210.jpg",140,210,-0.0961538461538462,0.191986911947076,-1.25
"69","47 Ronin","tt1335975",6.3,148459,"movie","47 Ronin",0,"2013","\N","128","Action,Drama,Fantasy","PG-13",0,"NICOLAS RAPOLD","An Old Flame Shows Up, but Who Invited the Witch and Monsters?","Keanu Reeves’s presence is not the only Hollywood intrusion into a Japanese legend that is the basis for “47 Ronin.”","2013-12-24","2013-12-25","2017-11-02 04:18:18","article","https://www.nytimes.com/2013/12/25/movies/keanu-reeves-stars-in-47-ronin-an-old-samurai-tale.html","Read the New York Times Review of 47 Ronin","mediumThreeByTwo210","https://static01.nyt.com/images/2014/01/03/multimedia/movies-47ronin-010314/movies-47ronin-010314-mediumThreeByTwo210-v2.jpg",140,210,-0.0166666666666667,0.189296944860009,-0.35
"70","4th Man Out","tt3978720",6.7,9635,"movie","Fourth Man Out",0,"2015","\N","86","Comedy,Drama","",1,"HELEN T. VERONGOS","Review: ‘4th Man Out,’ a Film About Friendship and Coming Out","Adam, a mechanic in his 20s who has recently come out, tries dating apps with the encouragement of his three lifelong buddies.","2016-02-04","2016-02-05","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/05/movies/4th-man-out-review.html","Read the New York Times Review of 4th Man Out","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/05/arts/fourth-image/fourth-image-mediumThreeByTwo210.jpg",140,210,0.0340909090909091,0.159900537266708,0.75
"71","5 Flights Up","tt2933544",6.2,9675,"movie","5 Flights Up",0,"2014","\N","88","Comedy,Drama","PG-13",0,"STEPHEN HOLDEN","Review: In &#8216;5 Flights Up,&#8217; a Marriage of Morgan Freeman and Diane Keaton","Mr. Freeman and Ms. Keaton play a Brooklyn couple who need to sell their fifth-floor walk-up. They find that in New York, real estate isn&#8217;t easy.","2015-05-07","2015-05-08","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/05/08/movies/review-in-5-flights-up-a-marriage-of-morgan-freeman-and-diane-keaton.html","Read the New York Times Review of 5 Flights Up","mediumThreeByTwo210","https://static01.nyt.com/images/2015/05/08/arts/08FIVEFLIGHTS1/08FIVEFLIGHTS1-mediumThreeByTwo210.jpg",140,210,0.0616666666666667,0.205813496647569,1.85
